Deployment Leg,Sensor ID,DN Station ID,IMEI,Deployment Date,Deployment Datetime,First Data Datetime,Last Data Datetime,Active,Sampling Frequency (hh:mm),Re-deployed As,Formerly Deployed As,Buoy Type,Manufacturer,Model,PI,Data Authors
2,2020E3,LM,300234064233210,2020-02-16,2020-02-16 11:26:00,2020-02-18 15:00:11,2020-08-09 13:00:15,0,01:00,,,Optical Chain and Logger,SAMS Enterprise Ltd,OptiCAL,Granskog,Mats A Granskog; Jørgen Berge; Philip Anderson; Dmitry V Divine; Christian Katlein; Polona Itkin; Ian Raphael; Geir Johnsen; Daniel Vogedes; Tomasz Kopec; Artur Zolich; Maxime Geoffrey; Finlo Cottier; Pedro R De La Torre
3,2020P212,CO1,300234010303850,2020-03-17,2020-03-17 17:00:00,2020-03-18 10:00:00,2020-03-25 08:00:00,0,01:00,2020P228,,SVP,MetOcean Telematics,SVP-I-BXGS-P,Haapala,Jari Haapala; Marko Mäkynen; Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Ruibo Lei
3,2020P224,CO1,300234068210190,2020-03-12,2020-03-12 14:00:00,2020-03-12 14:00:00,2020-03-12 17:00:00,0,01:00,2020P227,2019P153,SVP,MetOcean Telematics,SVP-I-XXGS-LP,Lei,Ruibo Lei; Jennifer Hutchings; Daniel Watkins; Mario Hoppmann
3,2020P225,CO1,300234068210310,2020-04-23,2020-04-23 15:00:00,2020-04-23 15:00:00,2020-11-11 14:00:01,0,01:00,,2020P154,SVP,MetOcean Telematics,SVP-I-XXGS-LP,Lei,Ruibo Lei; Jennifer Hutchings; Daniel Watkins; Mario Hoppmann
3,2020P226,CO1,300234068118580,2020-04-24,2020-04-24 17:00:00,2020-04-24 17:00:00,2020-08-08 18:00:00,0,01:00,,2019P161,SVP,MetOcean Telematics,SVP-I-XXGS-LP,Lei,Ruibo Lei; Jennifer Hutchings; Daniel Watkins; Mario Hoppmann
3,2020P227,CO1,300234068210190,2020-03-12,2020-03-12 17:00:00,2020-03-12 17:00:00,2020-09-03 07:15:59,0,01:00,,2019P153; 2020P224,SVP,MetOcean Telematics,SVP-I-XXGS-LP,Lei,Ruibo Lei; Jennifer Hutchings; Daniel Watkins; Mario Hoppmann
3,2020P228,CO1,300234010303850,2020-05-12,2020-05-12 10:00:00,2020-05-12 10:00:00,2020-10-27 00:00:00,0,01:00,,2020P212,SVP,MetOcean Telematics,SVP-I-BXGS-P,Haapala,Jari Haapala; Marko Mäkynen; Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Ruibo Lei
3,2020R10,CO1,300025060612750,2020-03-08,2020-03-08 14:47:00,2020-03-08 15:00:03,2020-07-21 10:00:02,0,01:00,,,Radiation Station,Bruncin,Radiation Station,Nicolaus,Marcel Nicolaus; Philipp Anhaus; Mario Hoppmann; Ran Tao; Christian Katlein
3,2020S97,CO1,300234066083130,2020-04-29,2020-04-29 14:03:00,2020-04-29 15:00:00,2020-08-26 04:03:01,0,01:00,,,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Philipp Anhaus; Robert Ricker; Steven Fons; Mario Hoppmann
3,2020T75,CO1,300234068325170,2020-04-23,2020-04-23 09:30:00,2020-04-23 10:00:14,2020-08-07 15:00:13,0,00:30,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Ruibo Lei; Bin Cheng; Jennifer Hutchings
3,2020T79,CO1,300234068527600,2020-04-16,2020-04-16 10:00:00,2020-04-16 10:00:14,2020-07-31 15:00:13,0,00:30,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Ruibo Lei; Bin Cheng; Jennifer Hutchings
3,ASFS30UCB2,CO1,ASFS30UCB,2020-04-15,2020-04-15 12:29:00,2020-04-15 12:30:00,2020-06-30 12:20:00,0,00:10,ASFS30UCB3; ASFS30UCB4; ASFS30UCB5,ASFS30UCB1,Atmospheric Surface Flux Station,Hemisphere,GPS Compass V102,Shupe,Matthew D Shupe; Ola Persson; Christopher J Cox; Michael Gallagher; Taneil Uttal; Jennifer Hutchings; Sara M Morris; Dave Costa; Jackson Osborn
3,ASFS50UCB2,CO1,ASFS50UCB,2020-04-14,2020-04-14 12:47:00,2020-04-14 12:50:01,2020-05-07 11:00:00,0,00:10,ASFS50UCB3; ASFS50UCB4,ASFS50UCB1,Atmospheric Surface Flux Station,Hemisphere,GPS Compass V102,Shupe,Matthew D Shupe; Ola Persson; Christopher J Cox; Michael Gallagher; Taneil Uttal; Jennifer Hutchings; Sara M Morris; Dave Costa; Jackson Osborn
3,2020R12,L3,300025060614630,2020-04-24,2020-04-24 13:48:00,2020-04-24 14:04:29,2020-08-07 12:59:59,0,01:00,,,Radiation Station,Bruncin,Radiation Station,Nicolaus,Marcel Nicolaus; Philipp Anhaus; Mario Hoppmann; Ran Tao; Christian Katlein
3,2020R11,LM,300025060613750,2020-03-26,2020-03-26 14:55:00,2020-03-26 14:55:36,2020-08-01 10:00:07,0,01:00, 2020R21,,Radiation Station,Bruncin,Radiation Station,Nicolaus,Marcel Nicolaus; Philipp Anhaus; Mario Hoppmann; Ran Tao; Christian Katlein
3,2020P216,P070,300234068280900,2020-03-17,2020-03-17 14:35:00,2020-03-17 14:40:25,2020-12-18 10:00:25,0,00:10,,,SVP,PacificGyre IT,Universal Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Ruibo Lei
3,2020P219,P073,300234068283890,2020-03-17,2020-03-17 14:58:00,2020-03-17 15:00:25,2020-09-30 02:40:27,0,00:10,,,SVP,PacificGyre IT,Universal Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Ruibo Lei
3,2020P185,P075,300234066412350,2020-03-17,2020-03-17 14:46:00,2020-03-17 15:00:18,2021-02-18 12:00:45,0,00:30,,,SVP,PacificGyre IT,Universal Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Ruibo Lei
3,2020P213,P077,300234010307830,2020-03-22,2020-03-22 10:58:00,2020-03-22 13:00:00,2020-10-16 20:00:01,0,01:00,,,SVP,MetOcean Telematics,SVP-I-BXGS-P,Haapala,Jari Haapala; Marko Mäkynen; Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Ruibo Lei
3,2020P214,P078,300234011097770,2020-03-22,2020-03-22 10:17:00,2020-03-22 12:00:00,2021-01-12 12:00:00,0,03:00,,,SVP,MetOcean Telematics,SVP-I-BXGS-P,Haapala,Jari Haapala; Marko Mäkynen; Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Ruibo Lei
3,2020P215,P079,300234011091780,2020-03-22,2020-03-22 10:17:00,2020-03-22 13:00:00,2020-12-02 16:17:00,0,03:00,,,SVP,MetOcean Telematics,SVP-I-BXGS-P,Haapala,Jari Haapala; Marko Mäkynen; Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Ruibo Lei
3,2020P160,P080,300234068219470,2020-03-22,2020-03-22 13:06:00,2020-03-22 13:14:00,2020-11-11 14:00:01,0,01:00,,,SVP,MetOcean Telematics,SVP-I-XXGS-LP,Lei,Ruibo Lei; Jennifer Hutchings; Daniel Watkins; Mario Hoppmann
3,2020P210,P081,300234010082440,2020-03-22,2020-03-22 10:31:00,2020-03-22 13:00:00,2021-01-09 21:00:00,0,03:00,,,SVP,MetOcean Telematics,SVP-I-BXGS-P,Haapala,Jari Haapala; Marko Mäkynen; Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Ruibo Lei
3,2020P211,P082,300234010084660,2020-03-22,2020-03-22 10:44:00,2020-03-22 13:00:00,2020-10-01 15:00:00,0,03:00,,,SVP,MetOcean Telematics,SVP-I-BXGS-P,Haapala,Jari Haapala; Marko Mäkynen; Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Ruibo Lei
3,2020P223,P083,300234062881930,2020-03-24,2020-03-24 14:00:00,2020-04-23 15:00:00,2020-06-12 06:00:00,0,03:00,,,SVP,MetOcean Telematics,SVP-B,Haas,Christian Haas; Torsten Kanzow; Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Ruibo Lei
3,2020T73,P084,300234068328160,2020-04-04,2020-04-04 11:12:00,2020-04-04 12:00:15,2020-08-13 16:00:15,0,00:30,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Ruibo Lei; Bin Cheng; Jennifer Hutchings
3,2020T74,P085,300234068225520,2020-04-04,2020-04-04 11:43:00,2020-04-04 12:00:15,2020-08-10 11:00:14,0,00:30,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Ruibo Lei; Bin Cheng; Jennifer Hutchings
3,2020T76,P086,300234068528490,2020-04-04,2020-04-04 14:47:00,2020-04-04 15:00:15,2020-07-21 11:30:15,0,00:30,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Ruibo Lei; Bin Cheng; Jennifer Hutchings
3,2020T77,P087,300234068524740,2020-04-04,2020-04-04 11:12:00,2020-04-04 12:00:15,2020-06-22 08:00:14,0,00:30,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Ruibo Lei; Bin Cheng; Jennifer Hutchings
3,2020P217,P071,300234068281900,2020-03-17,2020-03-17 15:25:00,2020-03-17 15:30:25,2021-05-23 23:00:56,0,00:10,,,SVP,PacificGyre IT,Universal Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Ruibo Lei
3,2020P218,P072,300234068283720,2020-03-17,2020-03-17 15:04:00,2020-03-17 15:10:26,2021-05-23 23:00:56,0,00:10,,,SVP,PacificGyre IT,Universal Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Ruibo Lei
3,2020P220,P074,300234068287880,2020-03-17,2020-03-17 14:24:00,2020-03-17 14:30:25,2021-05-23 23:00:56,0,00:10,,,SVP,PacificGyre IT,Universal Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Ruibo Lei
3,2020P186,P076,300234066415350,2020-03-17,2020-03-17 15:14:00,2020-03-17 15:30:30,2021-05-23 12:00:42,0,00:30,,,SVP,PacificGyre IT,Universal Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Ruibo Lei
4,2020M26,CO2,300025010649550,2020-06-26,2020-06-26 11:59:00,2020-06-26 12:51:59,2020-08-19 22:02:27,0,01:00,,,IMBFlex,Bruncin,IMBFlex,Granskog,Mats A Granskog; Benjamin Lange; Evgenii Salganik; Pedro R De La Torre
4,2020M27,CO2,300025060102020,2020-06-26,2020-06-26 12:51:00,2020-07-24 12:06:04,2020-09-08 01:00:57,0,01:00,,,IMBFlex,Bruncin,IMBFlex,Granskog,Mats A Granskog; Benjamin Lange; Evgenii Salganik; Pedro R De La Torre
4,ASFS50UCB3,CO2,ASFS50UCB,2020-06-29,2020-06-29 13:00:00,2020-06-29 13:10:00,2020-07-30 13:40:01,0,00:10,AASFS50UCB4,ASFS50UCB1; ASFS50UCB2,Atmospheric Surface Flux Station,Hemisphere,GPS Compass V102,Shupe,Matthew D Shupe; Ola Persson; Christopher J Cox; Michael Gallagher; Taneil Uttal; Jennifer Hutchings; Sara M Morris; Dave Costa; Jackson Osborn
4,ASFSTUCB2,CO2,ASFSTUCB,2020-06-27,2020-06-27 09:15:00,2020-06-27 09:20:00,2020-07-29 08:40:00,0,00:10,ASFSTUCB3,ASFSTUCB1,Atmospheric Surface Flux Station,Hemisphere,GPS Compass V102,Shupe,Matthew D Shupe; Ola Persson; Christopher J Cox; Michael Gallagher; Taneil Uttal; Jennifer Hutchings; Sara M Morris; Dave Costa; Jackson Osborn
4,ASFS30UCB3,L2,ASFS30UCB,2020-06-30,2020-06-30 16:00:00,2020-06-30 16:10:00,2020-08-02 14:09:59,0,00:10,ASFS30UCB4; ASFS30UCB5,ASFS30UCB1; ASFS30UCB2 ,Atmospheric Surface Flux Station,Hemisphere,GPS Compass V102,Shupe,Matthew D Shupe; Ola Persson; Christopher J Cox; Michael Gallagher; Taneil Uttal; Jennifer Hutchings; Sara M Morris; Dave Costa; Jackson Osborn
5,2020M23,CO3,300025060609430,2020-09-18,2020-09-18 11:45:00,2020-09-18 12:32:26,2020-10-25 10:04:31,0,01:00,,,IMBFlex,Bruncin,IMBFlex,Hoppmann,Mario Hoppmann
5,2020R21,CO3,300025060613750,2020-08-27,2020-08-27 10:15:00,2020-08-27 11:00:06,2020-11-14 16:00:02,0,01:00,,2020R11,Radiation Station,Bruncin,Radiation Station,Nicolaus,Marcel Nicolaus; Mario Hoppmann; Ran Tao; Christian Katlein
5,2020T78,CO3,300234068529570,2020-08-23,2020-08-23 17:09:00,2020-08-23 17:10:23,2021-02-25 18:30:14,0,00:30,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Ruibo Lei; Bin Cheng; Mario Hoppmann; Marcel Nicolaus; Julia Regnery
5,2020T81,CO3,300234068708320,2020-08-30,2020-08-30 11:30:00,2020-08-30 12:00:13,2021-02-10 22:00:15,0,02:00,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Cheng,Bin Cheng; Ruibo Lei; Mario Hoppmann; Marcel Nicolaus
5,ASFS30UCB4,CO3,ASFS30UCB,2020-08-21,2020-08-21 16:35:00,2020-08-23 00:00:00,2020-09-04 09:20:00,0,00:10,ASFS30UCB5,ASFS30UCB1; ASFS30UCB2; ASFS30UCB3 ,Atmospheric Surface Flux Station,Hemisphere,GPS Compass V102,Shupe,Matthew D Shupe; Ola Persson; Christopher J Cox; Michael Gallagher; Taneil Uttal; Jennifer Hutchings; Sara M Morris; Dave Costa; Jackson Osborn
5,ASFS30UCB5,CO3,ASFS30UCB,2020-09-04,2020-09-04 11:00:00,2020-09-04 11:00:01,2020-09-20 05:40:00,0,00:10,,ASFS30UCB1; ASFS30UCB2; ASFS30UCB3; ASFS30UCB4 ,Atmospheric Surface Flux Station,Hemisphere,GPS Compass V102,Shupe,Matthew D Shupe; Ola Persson; Christopher J Cox; Michael Gallagher; Taneil Uttal; Jennifer Hutchings; Sara M Morris; Dave Costa; Jackson Osborn
5,ASFS50UCB4,CO3,ASFS50UCB,2020-08-21,2020-08-21 15:00:00,2020-08-22 23:49:59,2020-09-20 05:00:01,0,00:10,,ASFS50UCB1; ASFS50UCB2; ASFS50UCB3 ,Atmospheric Surface Flux Station,Hemisphere,GPS Compass V102,Shupe,Matthew D Shupe; Ola Persson; Christopher J Cox; Michael Gallagher; Taneil Uttal; Jennifer Hutchings; Sara M Morris; Dave Costa; Jackson Osborn
5,ASFSTUCB3,CO3,ASFSTUCB,2020-08-25,2020-08-25 13:10:00,2020-08-27 10:19:59,2020-09-18 04:40:01,0,00:10,,ASFSTUCB1; ASFSTUCB2,Atmospheric Surface Flux Station,Hemisphere,GPS Compass V102,Shupe,Matthew D Shupe; Ola Persson; Christopher J Cox; Michael Gallagher; Taneil Uttal; Jennifer Hutchings; Sara M Morris; Dave Costa; Jackson Osborn
5,2020P162,P090,300534061800900,2020-09-02,2020-09-02 11:35:00,2020-09-02 12:00:26,2020-11-25 23:01:28,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P163,P091,300534061801880,2020-09-02,2020-09-02 11:11:00,2020-09-02 11:30:54,2021-03-23 18:00:32,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P165,P093,300534061805890,2020-09-02,2020-09-02 08:49:00,2020-09-02 09:00:26,2021-03-09 20:00:25,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P166,P094,300534061806870,2020-09-02,2020-09-02 05:14:00,2020-09-02 05:30:25,2021-02-01 14:00:27,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P167,P095,300534061807880,2020-09-07,2020-09-07 07:45:00,2020-09-07 08:00:27,2020-11-24 16:00:54,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P168,P096,300534061809880,2020-09-02,2020-09-02 05:30:00,2020-09-02 06:00:53,2020-11-10 15:00:34,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P169,P097,300534061901380,2020-09-02,2020-09-02 10:17:00,2020-09-02 10:30:24,2020-12-25 06:00:26,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P174,P102,300534061904370,2020-09-07,2020-09-07 08:45:00,2020-09-07 09:00:26,2021-04-04 14:00:56,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P178,P106,300534061907360,2020-09-02,2020-09-02 09:40:00,2020-09-02 10:00:54,2021-03-27 20:00:56,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P179,P107,300534061907380,2020-09-07,2020-09-07 07:30:00,2020-09-07 08:30:25,2021-02-07 14:00:56,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P180,P108,300534061907610,2020-09-07,2020-09-07 08:15:00,2020-09-07 09:30:27,2020-12-14 15:00:37,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P237,P113,300234068818610,2020-08-19,2020-08-19 19:40:00,2020-08-19 20:00:01,2021-03-05 01:59:58,0,01:00,,,SVP,MetOcean Telematics,SVP-I-BXGS-P,Hoppmann; EUMETNET,Mario Hoppmann; Marcel Nicolaus; Julia Regnery; Gilbert Emzivat
5,2020S105,P119,300234066080130,2020-09-21,2020-09-21 11:30:00,2020-09-21 14:00:59,2021-04-12 07:03:59,0,01:00,,,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Mario Hoppmann; Julia Regnery
5,2020S109,P120,300234066087170,2020-09-21,2020-09-21 08:45:00,2020-09-21 09:02:01,2020-09-27 22:02:00,0,01:00,,2020S99,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Mario Hoppmann; Julia Regnery
5,2020O10,CO3,300234068066320,2020-08-28,2020-08-28 10:45:00,2020-08-28 11:00:01,2021-05-24 00:00:00,0,00:10,,2019O1,CTD,PacificGyre IT,SVP5S,Fang,Mario Hoppmann; Ivan Kuznetsov; Benjamin Rabe; Ying-Chih Fang
5,2020S106,CO3,300234066083120,2020-08-26,2020-08-26 13:30:00,2020-08-26 14:00:01,2021-05-23 23:02:58,0,01:00,,2019S96,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Mario Hoppmann; Julia Regnery
5,2020S107,CO3,300234066081140,2020-08-23,2020-08-23 14:45:00,2020-08-23 15:01:01,2021-05-23 23:02:58,0,01:00,,2019S93,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Mario Hoppmann; Julia Regnery
5,2020S108,CO3,300234066081170,2020-08-30,2020-08-30 11:45:00,2020-08-30 12:00:00,2021-05-24 00:00:00,0,01:00,,2019S94,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Mario Hoppmann; Julia Regnery
5,2020S98,CO3,300234066087160,2020-09-17,2020-09-17 05:45:00,2020-09-17 06:00:00,2021-05-23 23:02:58,0,01:00,,,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Mario Hoppmann; Julia Regnery
5,2020T84,CO3,300234068707340,2020-08-26,2020-08-26 11:45:00,2020-08-26 12:00:13,2021-05-23 22:00:12,0,02:00,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Cheng,Bin Cheng; Ruibo Lei; Mario Hoppmann; Marcel Nicolaus
5,2020T85,CO3,300234068704730,2020-09-19,2020-09-19 11:15:00,2020-09-19 11:30:15,2021-05-23 23:00:14,0,00:30,,2019T67,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Ruibo Lei; Bin Cheng; Mario Hoppmann; Marcel Nicolaus
5,2020P164,P092,300534061805870,2020-09-02,2020-09-02 10:40:00,2020-09-02 11:00:27,2021-05-23 23:00:30,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P170,P098,300534061902360,2020-09-02,2020-09-02 09:06:00,2020-09-02 09:30:27,2021-05-23 23:00:56,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P171,P099,300534061902370,2020-09-07,2020-09-07 08:00:00,2020-09-07 09:00:26,2021-05-23 23:00:30,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P172,P100,300534061903620,2020-09-12,2020-09-12 06:30:00,2020-09-12 07:00:25,2021-05-23 23:00:40,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P173,P101,300534061904360,2020-09-12,2020-09-12 05:30:00,2020-09-12 06:00:53,2021-05-23 23:00:25,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P175,P103,300534061904630,2020-09-02,2020-09-02 05:57:00,2020-09-02 06:00:53,2021-04-29 22:00:28,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P176,P104,300534061905370,2020-09-07,2020-09-07 07:15:00,2020-09-07 08:00:27,2021-05-23 23:00:25,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P177,P105,300534061906370,2020-09-07,2020-09-07 08:30:00,2020-09-07 09:30:27,2021-05-23 23:00:56,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P181,P109,300534061908610,2020-09-06,2020-09-06 04:26:00,2020-09-06 05:00:54,2021-05-23 23:00:25,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hwang,Byongjun Hwang
5,2020P229,P110,300234068027940,2020-08-16,2020-08-16 11:28:00,2020-08-19 12:59:59,2021-05-24 00:00:00,0,01:00,,,SVP,MetOcean Telematics,SVP-I-BXGS-P,Hoppmann; EUMETNET,Mario Hoppmann; Marcel Nicolaus; Julia Regnery; Gilbert Emzivat
5,2020P230,P111,300234068810610,2020-08-17,2020-08-17 07:22:00,2020-08-19 12:59:59,2021-05-24 00:00:00,0,01:00,,,SVP,MetOcean Telematics,SVP-I-BXGS-P,Hoppmann; EUMETNET,Mario Hoppmann; Marcel Nicolaus; Julia Regnery; Gilbert Emzivat
5,2020P231,P112,300234068811610,2020-08-18,2020-08-18 15:00:00,2020-08-19 12:59:59,2021-05-24 00:00:00,0,01:00,,,SVP,MetOcean Telematics,SVP-I-BXGS-P,Hoppmann; EUMETNET,Mario Hoppmann; Marcel Nicolaus; Julia Regnery; Gilbert Emzivat
5,2020P234,P114,300234068814620,2020-08-20,2020-08-20 15:40:00,2020-08-20 17:20:01,2021-05-24 00:00:00,0,01:00,,,SVP,MetOcean Telematics,SVP-I-BXGS-P,Hoppmann; EUMETNET,Mario Hoppmann; Marcel Nicolaus; Julia Regnery; Gilbert Emzivat
5,2020P232,P115,300234068813600,2020-09-12,2020-09-12 06:00:00,2020-09-12 06:59:59,2021-05-24 00:00:00,0,01:00,,,SVP,MetOcean Telematics,SVP-I-BXGS-P,Hoppmann; EUMETNET,Mario Hoppmann; Marcel Nicolaus; Julia Regnery; Gilbert Emzivat
5,2020P233,P117,300234068813870,2020-09-17,2020-09-17 05:15:00,2020-09-17 06:00:00,2021-05-24 00:00:00,0,01:00,,,SVP,MetOcean Telematics,SVP-I-BXGS-P,Hoppmann; EUMETNET,Mario Hoppmann; Marcel Nicolaus; Julia Regnery; Gilbert Emzivat
5,2020P236,P118,300234068816640,2020-09-23,2020-09-23 05:15:00,2020-09-23 06:00:00,2021-05-24 00:00:00,0,01:00,,,SVP,MetOcean Telematics,SVP-I-BXGS-P,Hoppmann; EUMETNET,Mario Hoppmann; Marcel Nicolaus; Julia Regnery; Gilbert Emzivat